/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 6 Eki 2022 at 15:02:05
 *********************************************/
 
 dm=[[[31, 0.52], [56.48, 1.58], [110.85, 3.15]], 
	 [[29.22, 0.52], [49.04, 1.58], [104.74, 2.09]], 
	 [[29.22, 0.52], [49.99, 1.58], [109.45, 2.63]], 
	 [[41.99, 1.06], [70.73, 1.58], [141.65, 3.15]], 
	 [[29.22, 0.52], [54.7, 1.58], [109.45, 2.63]], 
	 [[35.71, 1.06], [70.73, 1.58], [132.64, 3.15]], 
	 [[29.22, 0.52], [54.7, 1.58], [109.45, 2.63]], 
	 [[41.99, 1.06], [70.73, 1.58], [141.65, 3.15]], 
	 [[29.22, 0.52], [49.04, 1.58], [104.74, 2.09]], 
	 [[29.22, 0.52], [49.99, 1.58], [109.45, 2.63]], 
	 [[29.22, 0.52], [56.48, 1.58], [109.45, 2.63]], 
	 [[41.99, 1.06], [75.44, 1.58], [148.59, 3.67]], 
	 [[41.99, 1.06], [75.44, 1.58], [146.18, 3.67]], 
	 [[31, 0.52], [56.48, 1.58], [110.85, 3.15]], 
	 [[35.71, 1.06], [70.73, 1.58], [135.05, 3.15]], 
	 [[49.04, 1.58], [81.52, 2.09], [169.74, 3.67]], 
	 [[61.19, 1.58], [104.74, 2.09], [201.79, 4.73]], 
	 [[61.19, 1.58], [104.74, 2.09], [204.2, 4.73]], 
	 [[29.22, 0.52], [49.99, 1.58], [109.45, 2.63]], 
	 [[46.63, 1.58], [81.52, 2.09], [163.25, 3.67]], 
	 [[41.99, 1.06], [75.44, 1.58], [146.18, 3.67]], 
	 [[49.04, 1.58], [86.23, 2.09], [176.34, 4.73]], 
	 [[70.73, 1.58], [109.45, 3.15], [223.17, 5.25]], 
	 [[35.71, 1.06], [61.19, 1.58], [119.86, 3.15]], 
	 [[61.19, 1.58], [104.74, 2.09], [204.2, 4.73]], 
	 [[65.49, 1.58], [109.45, 2.63], [207.67, 5.25]], 
	 [[49.04, 1.58], [86.23, 2.09], [176.34, 3.67]], 
	 [[43.88, 1.06], [79.63, 2.09], [159.9, 3.67]], 
	 [[65.49, 1.58], [109.45, 2.63], [214.16, 5.25]], 
	 [[29.22, 0.52], [49.04, 1.58], [104.74, 2.09]]]; 

 ds=[[1.36, 9.844, 3.264, 6.999, 6.871, 5.951, 5.957, 7.126, 3.427, 8.208, 4.165, 4.13, 3.628, 3.187, 6.454, 9.127, 3.57, 7.339, 0.981, 4.044, 6.883, 6.753, 1.965, 5.578, 2.983, 5.551, 2.71, 2.142, 3.917, 5.909, 8.587, 1.922, 8.989, 8.757, 0.628, 1.371, 6.299, 9.299, 3.864, 6.571, 7.142, 9.589, 1.663, 3.626],
	 [8.719, 8.72, 7.57, 6.825, 6.202, 7.45, 2.429, 7.92, 1.843, 6.973, 0.787, 0.451, 9.519, 5.857, 7.537, 0.301, 3.556, 7.932, 0.766, 3.13, 2.807, 2.773, 5.906, 7.855, 6.311, 0.712, 2.974, 9.525, 0.85, 4.803, 9.496, 7.816, 9.398, 6.616, 5.407, 8.883, 5.192, 6.809, 6.854, 3.895, 1.721, 5.873, 4.1, 1.524],
	 [4.022, 7.705, 6.35, 0.821, 5.325, 9.964, 1.15, 5.869, 8.344, 0.705, 2.405, 7.567, 0.339, 5.701, 7.155, 7.82, 1.128, 3.104, 4.787, 1.503, 6.128, 4.439, 9.172, 0.345, 3.522, 7.211, 8.978, 1.459, 8.743, 9.552, 9.373, 0.375, 6.358, 8.402, 7.773, 8.572, 8.896, 8.868, 0.342, 7.285, 7.943, 2.762, 4.943, 4.714],
	 [5.008, 0.479, 4.25, 9.172, 0.937, 6.8, 5.52, 9.512, 3.894, 3.081, 6.532, 8.907, 8.473, 9.905, 1.033, 4.578, 8.201, 9.254, 0.059, 0.023, 0.735, 4.661, 5.949, 7.36, 7.554, 3.177, 0.761, 6.567, 6.432, 4.069, 9.883, 8.161, 0.985, 2.671, 4.894, 7.453, 0.566, 7.553, 7.064, 9.145, 8.2, 6.065, 6.582, 5.355],
	 [7.092, 8.814, 8.03, 1.835, 8.951, 6.847, 5.387, 4.758, 2.58, 1.752, 7.529, 7.088, 5.068, 7.785, 0.244, 6.144, 5.644, 5.833, 0.575, 9.237, 6.954, 3.642, 4.647, 3.204, 5.049, 2.015, 0.227, 2.313, 4.998, 2.793, 0.32, 9.517, 0.381, 8.019, 6.105, 5.961, 8.326, 2.292, 5.956, 9.182, 7.093, 3.662, 6.82, 9.657],
	 [3.914, 5.672, 1.294, 5.229, 1.029, 7.013, 9.532, 4.402, 4.55, 4.795, 8, 4.678, 1.328, 1.045, 0.133, 9.934, 4.313, 6.248, 5.841, 8.183, 0.019, 2.97, 4.708, 6.233, 3.395, 2.375, 6.411, 5.712, 8.378, 8.347, 1.064, 6.112, 7.762, 9.338, 7.659, 4.832, 9.616, 7.525, 4.241, 7.148, 9.722, 5.903, 5.218, 1.76],
