/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 9 Eki 2022 at 15:05:56
 *********************************************/
 
 dm=[[[35.91, 0], [52.05, 1.29], [99.3, 2.37]], 
	 [[27.1, 0], [43.44, 1.29], [87.6, 2.37]], 
	 [[27.1, 0], [43.44, 1.29], [92.33, 2.37]], 
	 [[36.95, 0], [62.32, 1.29], [115.41, 3.72]], 
	 [[31.61, 0], [43.44, 1.29], [97.04, 2.37]], 
	 [[36.95, 0], [57.8, 1.29], [103.77, 2.93]], 
	 [[27.1, 0], [43.44, 1.29], [92.33, 2.37]], 
	 [[38.73, 0], [63.45, 1.29], [120.12, 4.31]], 
	 [[27.1, 0], [43.44, 1.29], [90.01, 2.37]], 
	 [[27.1, 0], [43.44, 1.29], [91.05, 2.37]], 
	 [[31.61, 0], [43.44, 1.29], [97.04, 2.37]], 
	 [[38.73, 0.5], [64.02, 1.29], [120.12, 4.31]], 
	 [[38.73, 0], [64.02, 1.29], [120.12, 4.31]], 
	 [[35.91, 0], [52.05, 1.29], [99.3, 2.37]], 
	 [[36.95, 0], [57.8, 1.29], [111.34, 2.93]], 
	 [[43.44, 1.29], [77.29, 1.81], [127.93, 4.7]], 
	 [[52.05, 1.29], [90.01, 2.37], [170.97, 5.24]], 
	 [[52.05, 1.29], [90.01, 2.37], [182.6, 5.24]], 
	 [[27.1, 0], [43.44, 1.29], [91.05, 2.37]], 
	 [[43.44, 1.29], [69.21, 1.81], [127.93, 4.7]], 
	 [[38.73, 0], [63.45, 1.29], [120.12, 4.31]], 
	 [[43.44, 1.29], [77.29, 1.81], [147.62, 5.24]], 
	 [[57.8, 1.29], [97.04, 2.37], [205.37, 5.74]], 
	 [[36.95, 0], [52.05, 1.29], [100.95, 2.37]], 
	 [[54.31, 1.29], [91.05, 2.37], [182.6, 5.24]], 
	 [[54.31, 1.29], [92.33, 2.37], [196.47, 5.24]], 
	 [[43.44, 1.29], [77.29, 1.81], [147.62, 5.24]], 
	 [[43.44, 1.29], [68.17, 1.81], [127.93, 4.31]], 
	 [[55.96, 1.29], [97.04, 2.37], [199.25, 5.24]], 
	 [[27.1, 0], [43.44, 1.29], [90.01, 2.37]], 
	 [[43.44, 1.29], [77.29, 1.81], [149.88, 5.24]], 
	 [[36.95, 0], [52.05, 1.29], [100.95, 2.37]], 
	 [[54.31, 1.29], [92.33, 2.37], [198.12, 5.24]], 
	 [[57.8, 1.29], [97.04, 2.37], [200.86, 5.74]], 
	 [[38.73, 0], [63.45, 1.29], [120.12, 4.31]], 
	 [[31.61, 0], [43.44, 1.29], [92.33, 2.37]], 
