/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 25 Eyl 2022 at 13:25:36
 *********************************************/
 
 dm=[[[37.3, 1.83], [64.9, 3.05], [129.8, 5.49]], 
	 [[40.05, 1.83], [69.05, 3.05], [136.7, 5.49]], 
	 [[35.9, 1.22], [60.75, 2.44], [118.75, 4.88]], 
	 [[22.1, 1.22], [40.05, 1.83], [78.7, 3.05]], 
	 [[40.05, 1.83], [69.05, 3.05], [138.1, 6.1]], 
	 [[49.7, 1.83], [82.85, 3.66], [165.7, 6.71]], 
	 [[40.05, 1.83], [64.9, 3.05], [131.2, 5.49]], 
	 [[46.95, 1.83], [80.1, 3.05], [153.3, 6.71]], 
	 [[22.1, 1.22], [37.3, 1.83], [75.95, 3.05]], 
	 [[29, 1.22], [51.1, 1.83], [98.05, 4.27]], 
	 [[33.15, 1.22], [55.25, 2.44], [109.1, 4.88]], 
	 [[31.75, 1.22], [51.1, 2.44], [104.95, 4.27]], 
	 [[51.1, 1.83], [84.25, 3.66], [167.1, 6.71]], 
	 [[31.75, 1.22], [51.1, 2.44], [102.2, 4.27]], 
	 [[29, 1.22], [51.1, 2.44], [98.05, 4.27]]]; 

 ds=[[1.36, 9.844, 3.264, 6.999, 6.871, 5.951, 5.957, 7.126, 3.427, 8.208, 4.165, 4.13, 3.628, 3.187, 6.454, 9.127, 3.57, 7.339, 0.981, 4.044],
	 [8.719, 8.72, 7.57, 6.825, 6.202, 7.45, 2.429, 7.92, 1.843, 6.973, 0.787, 0.451, 9.519, 5.857, 7.537, 0.301, 3.556, 7.932, 0.766, 3.13],
	 [4.022, 7.705, 6.35, 0.821, 5.325, 9.964, 1.15, 5.869, 8.344, 0.705, 2.405, 7.567, 0.339, 5.701, 7.155, 7.82, 1.128, 3.104, 4.787, 1.503],
	 [5.008, 0.479, 4.25, 9.172, 0.937, 6.8, 5.52, 9.512, 3.894, 3.081, 6.532, 8.907, 8.473, 9.905, 1.033, 4.578, 8.201, 9.254, 0.059, 0.023],
	 [7.092, 8.814, 8.03, 1.835, 8.951, 6.847, 5.387, 4.758, 2.58, 1.752, 7.529, 7.088, 5.068, 7.785, 0.244, 6.144, 5.644, 5.833, 0.575, 9.237],
	 [3.914, 5.672, 1.294, 5.229, 1.029, 7.013, 9.532, 4.402, 4.55, 4.795, 8, 4.678, 1.328, 1.045, 0.133, 9.934, 4.313, 6.248, 5.841, 8.183],
	 [8.997, 4.709, 8.371, 9.186, 5.857, 9.297, 3.015, 1.401, 5.76, 0.344, 9.748, 6.585, 7.966, 7.726, 6.748, 6.205, 9.378, 5.717, 5.589, 7.043],
	 [7.38, 2.568, 3.089, 5.841, 9.529, 8.009, 5.458, 6.489, 6.482, 8.115, 4.207, 8.736, 0.791, 9.552, 6.972, 3.738, 3.3, 4.035, 7.228, 3.805],
	 [6.265, 8.64, 8.845, 9.445, 5.553, 4.186, 6.801, 8.278, 8.183, 5.206, 2.538, 1.749, 3.378, 6.61, 4.802, 7.772, 3.54, 5.075, 1.982, 9.04],
	 [1.582, 8.491, 3.051, 5.379, 1.648, 9.574, 6.468, 7.384, 7.102, 2.654, 9.596, 1.389, 6.946, 8.52, 8.614, 9.386, 8.161, 7.954, 6.646, 5.148],
	 [4.103, 5.84, 4.139, 1.715, 8.176, 5.705, 0.433, 4.318, 8.393, 7.518, 7.528, 6.724, 5.949, 3.392, 4.234, 0.56, 1.74, 0.926, 1.64, 7.127],
	 [6.527, 3.037, 3.173, 8.882, 5.558, 0.801, 2.69, 6.506, 8.53, 6.005, 7.192, 6.866, 8.366, 3.873, 9.934, 1.241, 9.279, 8.361, 8.432, 7.76],
	 [9.889, 9.775, 0.453, 6.279, 7.457, 3.495, 2.698, 8.345, 6.817, 5.632, 2.058, 9.593, 3.593, 0.772, 6.517, 9.955, 1.88, 0.719, 5.327, 8.156],
	 [6.528, 4.314, 4.815, 0.01, 4.87, 3.577, 3.735, 7.521, 6.4, 3.534, 7.283, 7.193, 9.636, 7.344, 1.172, 4.57, 7.179, 6.839, 6.244, 7.286],
	 [8.938, 0.207, 2.062, 1.09, 7.228, 6.285, 2.921, 1.634, 3.596, 2.901, 9.983, 1.887, 0.425, 0.348, 1.154, 6.515, 1.975, 2.978, 0.613, 1.483]];

//Enflasyon oraný %2 olarak alýnarak aþaðýdaki maliyet bileþenleri hesaplanmýþtýr.
 
 p=[[3247, 9742],
 	[3312, 9937],
 	[3378, 10135]];
 	
 f=[6018, 6139, 6261];

 s=[162, 166, 169];
 
 v=[6224, 6348, 6475];
 
 a=[97, 99, 101];
    
 g=[0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0];
 	    
 e=[[0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0]];
