/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 8 Eki 2022 at 18:25:11
 *********************************************/
 
 dm=[[[31.35, 0.79], [48, 1.31], [82, 3.68]], 
	 [[29.57, 0.79], [42.92, 1.31], [80.35, 3.14]], 
	 [[29.57, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[34.84, 0.79], [57.81, 1.31], [107.86, 4.47]], 
	 [[31.35, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[34.84, 0.79], [57.81, 1.31], [102.31, 3.68]], 
	 [[29.57, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[34.84, 0.79], [57.81, 1.31], [110.61, 4.99]], 
	 [[29.57, 0.79], [42.92, 1.31], [80.35, 3.68]], 
	 [[29.57, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[31.35, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[34.84, 0.79], [59.46, 1.31], [113.02, 4.99]], 
	 [[34.84, 0.79], [59.46, 1.31], [113.02, 4.99]], 
	 [[31.35, 0.79], [48, 1.31], [84.69, 3.68]], 
	 [[34.84, 0.79], [57.81, 1.31], [103.35, 3.68]], 
	 [[37.53, 1.31], [71.17, 2.69], [130.19, 4.99]], 
	 [[49.65, 1.31], [80.35, 3.68], [160.29, 6.19]], 
	 [[52.06, 1.31], [80.35, 3.68], [162.98, 6.19]], 
	 [[29.57, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[35.88, 1.31], [66.46, 1.31], [130.19, 4.99]], 
	 [[34.84, 0.79], [59.46, 1.31], [113.02, 4.99]], 
	 [[42.92, 1.31], [71.17, 2.69], [137.96, 4.99]], 
	 [[57.81, 1.31], [82, 3.68], [185.04, 6.19]], 
	 [[31.35, 0.79], [52.06, 1.31], [98.2, 3.68]], 
	 [[52.06, 1.31], [82, 3.68], [162.98, 6.19]], 
	 [[53.1, 1.31], [82, 3.68], [163.55, 6.19]], 
	 [[42.92, 1.31], [71.17, 2.69], [137.96, 4.99]], 
	 [[35.88, 1.31], [62.39, 1.31], [126.76, 4.99]], 
	 [[57.81, 1.31], [82, 3.68], [174.42, 6.19]], 
	 [[29.57, 0.79], [42.92, 1.31], [80.35, 3.68]], 
	 [[42.92, 1.31], [72.82, 2.75], [154.01, 4.99]], 
	 [[31.35, 0.79], [49.65, 1.31], [93.5, 3.68]], 
	 [[53.1, 1.31], [82, 3.68], [163.55, 6.19]], 
	 [[57.81, 1.31], [82, 3.68], [179.81, 6.19]], 
	 [[34.84, 0.79], [59.46, 1.31], [110.61, 4.99]], 
	 [[31.35, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[42.92, 1.31], [71.17, 2.69], [133.45, 4.99]], 
	 [[29.57, 0.79], [42.92, 1.31], [75.64, 3.14]], 
	 [[35.88, 1.31], [66.46, 1.31], [128.41, 4.99]], 
	 [[42.92, 1.31], [72.82, 2.75], [154.01, 4.99]], 
	 [[29.57, 0.79], [42.92, 1.31], [82, 3.68]], 
	 [[35.88, 0.79], [61.35, 1.31], [122.05, 4.99]], 
	 [[33, 0.79], [57.81, 1.31], [99.85, 3.68]], 
	 [[49.65, 1.31], [80.35, 3.68], [160.29, 6.19]], 
	 [[53.1, 1.31], [82, 3.68], [163.55, 6.19]]]; 

 ds=[[1.36, 9.844, 3.264, 6.999, 6.871, 5.951, 5.957, 7.126, 3.427, 8.208, 4.165, 4.13, 3.628, 3.187, 6.454, 9.127, 3.57, 7.339, 0.981, 4.044, 6.883, 6.753, 1.965, 5.578, 2.983, 5.551, 2.71, 2.142, 3.917, 5.909, 8.587, 1.922, 8.989, 8.757, 0.628, 1.371, 6.299, 9.299, 3.864, 6.571, 7.142, 9.589, 1.663, 3.626, 3.236, 7.694, 6.781, 1.662, 2.954, 4.089, 0.382, 3.983, 9.346, 2.278, 2.462, 9.704, 6.82, 1.898, 2.4, 2.16, 9.044, 6.179, 8.665, 8.196],
	 [8.719, 8.72, 7.57, 6.825, 6.202, 7.45, 2.429, 7.92, 1.843, 6.973, 0.787, 0.451, 9.519, 5.857, 7.537, 0.301, 3.556, 7.932, 0.766, 3.13, 2.807, 2.773, 5.906, 7.855, 6.311, 0.712, 2.974, 9.525, 0.85, 4.803, 9.496, 7.816, 9.398, 6.616, 5.407, 8.883, 5.192, 6.809, 6.854, 3.895, 1.721, 5.873, 4.1, 1.524, 2.759, 7.943, 7.179, 1.152, 9.651, 6.665, 6.593, 5.519, 8.61, 5.095, 5.098, 7.9, 2.098, 2.566, 6.736, 9.426, 7.36, 6.191, 4.936, 3.61],
	 [4.022, 7.705, 6.35, 0.821, 5.325, 9.964, 1.15, 5.869, 8.344, 0.705, 2.405, 7.567, 0.339, 5.701, 7.155, 7.82, 1.128, 3.104, 4.787, 1.503, 6.128, 4.439, 9.172, 0.345, 3.522, 7.211, 8.978, 1.459, 8.743, 9.552, 9.373, 0.375, 6.358, 8.402, 7.773, 8.572, 8.896, 8.868, 0.342, 7.285, 7.943, 2.762, 4.943, 4.714, 6.011, 2.667, 7.317, 1.962, 2.985, 0.79, 5.739, 2.172, 9.573, 1.918, 8.428, 2.142, 9.48, 7.748, 0.165, 3.088, 5.7, 8.225, 2.965, 3.501],
	 [5.008, 0.479, 4.25, 9.172, 0.937, 6.8, 5.52, 9.512, 3.894, 3.081, 6.532, 8.907, 8.473, 9.905, 1.033, 4.578, 8.201, 9.254, 0.059, 0.023, 0.735, 4.661, 5.949, 7.36, 7.554, 3.177, 0.761, 6.567, 6.432, 4.069, 9.883, 8.161, 0.985, 2.671, 4.894, 7.453, 0.566, 7.553, 7.064, 9.145, 8.2, 6.065, 6.582, 5.355, 1.924, 1.963, 1.992, 0.173, 4.376, 5.097, 5.693, 4.697, 3.999, 4.703, 4.512, 3.009, 4.08, 4.404, 3.695, 6.652, 6.924, 2.048, 3.886, 7.757],
	 [7.092, 8.814, 8.03, 1.835, 8.951, 6.847, 5.387, 4.758, 2.58, 1.752, 7.529, 7.088, 5.068, 7.785, 0.244, 6.144, 5.644, 5.833, 0.575, 9.237, 6.954, 3.642, 4.647, 3.204, 5.049, 2.015, 0.227, 2.313, 4.998, 2.793, 0.32, 9.517, 0.381, 8.019, 6.105, 5.961, 8.326, 2.292, 5.956, 9.182, 7.093, 3.662, 6.82, 9.657, 2.04, 0.891, 0.635, 4.607, 1.474, 6.122, 9.842, 6.666, 8.97, 2.203, 6.773, 1.631, 4.255, 7.476, 6.649, 9.185, 9.804, 6.089, 2.502, 5.999],
	 [3.914, 5.672, 1.294, 5.229, 1.029, 7.013, 9.532, 4.402, 4.55, 4.795, 8, 4.678, 1.328, 1.045, 0.133, 9.934, 4.313, 6.248, 5.841, 8.183, 0.019, 2.97, 4.708, 6.233, 3.395, 2.375, 6.411, 5.712, 8.378, 8.347, 1.064, 6.112, 7.762, 9.338, 7.659, 4.832, 9.616, 7.525, 4.241, 7.148, 9.722, 5.903, 5.218, 1.76, 9.991, 2.849, 4.372, 9.652, 6.55, 3.133, 8.937, 9.448, 1.069, 7.538, 5.629, 2.061, 2.412, 9.846, 7.817, 5.277, 4.321, 3.364, 0.105, 0.945],
