/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 4 Eki 2022 at 06:59:05
 *********************************************/
 
 dm=[[[25.7, 1.22], [41.98, 1.83], [81.84, 3.66]], 
	 [[22.01, 1.22], [35.53, 1.83], [74.76, 3.05]], 
	 [[22.01, 1.22], [38.28, 1.83], [77.51, 3.05]], 
	 [[31.2, 1.22], [49.06, 2.44], [99.52, 4.27]], 
	 [[22.95, 1.22], [39.23, 1.83], [77.51, 3.66]], 
	 [[28.45, 1.22], [49.06, 1.83], [96.77, 4.27]], 
	 [[22.01, 1.22], [39.23, 1.83], [77.51, 3.05]], 
	 [[31.2, 1.22], [50.46, 2.44], [99.52, 4.27]], 
	 [[22.01, 1.22], [35.53, 1.83], [74.76, 3.05]], 
	 [[22.01, 1.22], [38.28, 1.83], [77.51, 3.05]], 
	 [[22.95, 1.22], [39.23, 1.83], [77.51, 3.66]], 
	 [[32.78, 1.22], [53.21, 2.44], [107.54, 4.27]], 
	 [[32.78, 1.22], [53.21, 2.44], [107.54, 4.27]], 
	 [[25.7, 1.22], [41.98, 1.83], [81.84, 3.66]], 
	 [[28.45, 1.22], [49.06, 1.83], [96.77, 4.27]]];
 
 ds=[[1.36, 9.844, 3.264, 6.999, 6.871, 5.951, 5.957, 7.126, 3.427, 8.208, 4.165, 4.13, 3.628, 3.187, 6.454, 9.127, 3.57, 7.339, 0.981, 4.044, 6.883, 6.753, 1.965, 5.578, 2.983, 5.551, 2.71, 2.142],
	 [8.719, 8.72, 7.57, 6.825, 6.202, 7.45, 2.429, 7.92, 1.843, 6.973, 0.787, 0.451, 9.519, 5.857, 7.537, 0.301, 3.556, 7.932, 0.766, 3.13, 2.807, 2.773, 5.906, 7.855, 6.311, 0.712, 2.974, 9.525],
	 [4.022, 7.705, 6.35, 0.821, 5.325, 9.964, 1.15, 5.869, 8.344, 0.705, 2.405, 7.567, 0.339, 5.701, 7.155, 7.82, 1.128, 3.104, 4.787, 1.503, 6.128, 4.439, 9.172, 0.345, 3.522, 7.211, 8.978, 1.459],
	 [5.008, 0.479, 4.25, 9.172, 0.937, 6.8, 5.52, 9.512, 3.894, 3.081, 6.532, 8.907, 8.473, 9.905, 1.033, 4.578, 8.201, 9.254, 0.059, 0.023, 0.735, 4.661, 5.949, 7.36, 7.554, 3.177, 0.761, 6.567],
	 [7.092, 8.814, 8.03, 1.835, 8.951, 6.847, 5.387, 4.758, 2.58, 1.752, 7.529, 7.088, 5.068, 7.785, 0.244, 6.144, 5.644, 5.833, 0.575, 9.237, 6.954, 3.642, 4.647, 3.204, 5.049, 2.015, 0.227, 2.313],
	 [3.914, 5.672, 1.294, 5.229, 1.029, 7.013, 9.532, 4.402, 4.55, 4.795, 8.0, 4.678, 1.328, 1.045, 0.133, 9.934, 4.313, 6.248, 5.841, 8.183, 0.019, 2.97, 4.708, 6.233, 3.395, 2.375, 6.411, 5.712],
	 [8.997, 4.709, 8.371, 9.186, 5.857, 9.297, 3.015, 1.401, 5.76, 0.344, 9.748, 6.585, 7.966, 7.726, 6.748, 6.205, 9.378, 5.717, 5.589, 7.043, 0.489, 8.171, 1.095, 4.742, 2.962, 1.879, 9.375, 9.536],
	 [7.38, 2.568, 3.089, 5.841, 9.529, 8.009, 5.458, 6.489, 6.482, 8.115, 4.207, 8.736, 0.791, 9.552, 6.972, 3.738, 3.3, 4.035, 7.228, 3.805, 5.731, 4.767, 5.173, 4.724, 3.07, 8.367, 5.174, 7.526],
	 [6.265, 8.64, 8.845, 9.445, 5.553, 4.186, 6.801, 8.278, 8.183, 5.206, 2.538, 1.749, 3.378, 6.61, 4.802, 7.772, 3.54, 5.075, 1.982, 9.04, 1.415, 4.782, 7.373, 3.849, 6.591, 5.762, 2.305, 2.002],
	 [1.582, 8.491, 3.051, 5.379, 1.648, 9.574, 6.468, 7.384, 7.102, 2.654, 9.596, 1.389, 6.946, 8.52, 8.614, 9.386, 8.161, 7.954, 6.646, 5.148, 0.041, 1.708, 5.474, 7.652, 6.719, 3.575, 8.229, 1.351],
	 [4.103, 5.84, 4.139, 1.715, 8.176, 5.705, 0.433, 4.318, 8.393, 7.518, 7.528, 6.724, 5.949, 3.392, 4.234, 0.56, 1.74, 0.926, 1.64, 7.127, 7.799, 2.931, 8.452, 9.141, 3.381, 8.106, 2.879, 6.06],
