/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 8 Eki 2022 at 23:10:19
 *********************************************/
 
 dm=[[[37.14, 0.79], [51.02, 1.31], [101.28, 3.7]], 
	 [[31.39, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[46.49, 0.79], [65.03, 1.87], [119.48, 4.24]], 
	 [[32.43, 0.79], [51.02, 1.31], [96.81, 3.31]], 
	 [[38.92, 0.79], [58.63, 1.31], [116.25, 4.24]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[46.49, 0.79], [65.03, 1.87], [126.71, 4.24]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[37.14, 0.79], [51.02, 1.31], [96.81, 3.31]], 
	 [[46.49, 0.79], [71.17, 1.87], [131.41, 4.24]], 
	 [[46.49, 0.79], [70.13, 1.87], [131.41, 4.24]], 
	 [[37.14, 0.79], [52.67, 1.31], [101.28, 3.7]], 
	 [[38.92, 0.79], [58.63, 1.87], [116.25, 4.24]], 
	 [[49.98, 0.79], [77.53, 1.87], [151.39, 5.55]], 
	 [[58.06, 1.31], [96.81, 3.25], [181.8, 5.55]], 
	 [[58.06, 1.31], [96.81, 3.25], [181.8, 6.11]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[49.98, 0.79], [75.88, 1.87], [148.64, 4.24]], 
	 [[46.49, 0.79], [70.13, 1.87], [131.41, 4.24]], 
	 [[51.02, 0.79], [77.53, 1.87], [154.84, 5.55]], 
	 [[58.63, 1.31], [101.28, 3.7], [206.33, 6.11]], 
	 [[37.14, 0.79], [58.06, 1.31], [105.99, 4.24]], 
	 [[58.06, 1.31], [96.81, 3.25], [186.31, 6.11]], 
	 [[58.06, 1.31], [96.81, 3.25], [194.8, 6.11]], 
	 [[51.02, 0.79], [77.53, 1.87], [154.84, 5.55]], 
	 [[49.98, 0.79], [75.88, 1.87], [144.13, 4.24]], 
	 [[58.06, 1.31], [96.81, 3.31], [197.49, 6.11]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[51.02, 1.31], [80.46, 1.87], [172.18, 5.55]], 
	 [[37.14, 0.79], [58.06, 1.31], [101.28, 3.7]], 
	 [[58.06, 1.31], [96.81, 3.25], [194.8, 6.11]], 
	 [[58.63, 1.31], [101.28, 3.31], [205.29, 6.11]], 
	 [[46.49, 0.79], [67.72, 1.87], [126.71, 4.24]], 
	 [[32.43, 0], [51.02, 1.31], [96.81, 3.25]], 
	 [[51.02, 0.79], [77.53, 1.87], [153.8, 5.55]], 
	 [[29.5, 0], [49.98, 0.79], [96.81, 3.25]], 
	 [[49.98, 0.79], [75.88, 1.87], [144.13, 4.24]], 
	 [[51.02, 1.31], [80.46, 1.87], [172.18, 5.55]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[48.14, 0.79], [75.88, 1.87], [144.13, 4.24]], 
	 [[38.92, 0.79], [58.63, 1.31], [115.21, 4.24]], 
	 [[58.06, 1.31], [96.81, 3.25], [181.8, 6.11]], 
	 [[58.06, 1.31], [96.81, 3.25], [194.8, 6.11]], 
	 [[38.92, 0.79], [58.06, 1.31], [113.56, 4.24]], 
	 [[51.02, 1.31], [92.1, 2.66], [178.54, 5.55]], 
	 [[46.49, 0.79], [63.14, 1.87], [116.25, 4.24]], 
	 [[37.14, 0.79], [58.06, 1.31], [101.28, 3.7]], 
	 [[49.98, 0.79], [75.88, 1.87], [148.64, 5.03]], 
	 [[58.06, 1.31], [96.81, 3.25], [194.8, 6.11]], 
	 [[32.43, 0], [51.02, 0.79], [96.81, 3.25]], 
	 [[32.43, 0], [51.02, 1.31], [96.81, 3.25]], 
	 [[51.02, 0.79], [79.42, 1.87], [170.4, 5.55]], 
	 [[38.92, 0.79], [58.06, 1.31], [115.21, 4.24]], 
	 [[58.06, 1.31], [96.81, 3.25], [181.8, 5.55]], 
	 [[46.49, 0.79], [71.17, 1.87], [140.87, 4.24]], 
	 [[49.98, 0.79], [75.88, 1.87], [144.13, 4.24]], 
	 [[38.92, 0.79], [58.63, 1.31], [115.21, 4.24]], 
	 [[37.14, 0.79], [58.06, 1.31], [105.99, 4.24]]]; 

 ds=[[1.36, 9.844, 3.264, 6.999, 6.871, 5.951, 5.957, 7.126, 3.427, 8.208, 4.165, 4.13, 3.628, 3.187, 6.454, 9.127, 3.57, 7.339, 0.981, 4.044, 6.883, 6.753, 1.965, 5.578, 2.983, 5.551, 2.71, 2.142, 3.917, 5.909, 8.587, 1.922, 8.989, 8.757, 0.628, 1.371, 6.299, 9.299, 3.864, 6.571, 7.142, 9.589, 1.663, 3.626, 3.236, 7.694, 6.781, 1.662, 2.954, 4.089, 0.382, 3.983, 9.346, 2.278, 2.462, 9.704, 6.82, 1.898, 2.4, 2.16, 9.044, 6.179, 8.665, 8.196, 6.967, 0.055, 0.203, 9.519, 7.358, 3.198, 3.468, 4.924, 2.754, 7.921, 9.859, 9.332, 3.94, 1.819, 5.002, 2.078],
	 [8.719, 8.72, 7.57, 6.825, 6.202, 7.45, 2.429, 7.92, 1.843, 6.973, 0.787, 0.451, 9.519, 5.857, 7.537, 0.301, 3.556, 7.932, 0.766, 3.13, 2.807, 2.773, 5.906, 7.855, 6.311, 0.712, 2.974, 9.525, 0.85, 4.803, 9.496, 7.816, 9.398, 6.616, 5.407, 8.883, 5.192, 6.809, 6.854, 3.895, 1.721, 5.873, 4.1, 1.524, 2.759, 7.943, 7.179, 1.152, 9.651, 6.665, 6.593, 5.519, 8.61, 5.095, 5.098, 7.9, 2.098, 2.566, 6.736, 9.426, 7.36, 6.191, 4.936, 3.61, 7.618, 5.894, 7.929, 2.412, 0.657, 3.702, 7.33, 4.8, 6.284, 5.881, 4.008, 9.052, 3.457, 3.322, 6.857, 8.481],
